bin_id,route_progress_center,route_progress_bin_center,latitude,longitude,verticalSpeed_ms,x_wrt0,y_wrt0,altitude_meters,speed_kmh,delta_altitude,delta_speed,delta_heading,turn_rate,acceleration,distance_per_timestep
448,0.22425,0.22425,13.64232,121.040215,6.8,3797.352483474011,-95848.60243018196,6812.0,774.1,213.0,7.399999999999977,0.0,0.0,0.2875000000000014,6898.450924945087
449,0.22475,0.22475,13.650833,121.045715,6.5,4884.610510669896,-94800.14401866036,6911.0,770.4,221.0,3.7000000000000455,0.0,0.0,0.2312500000000028,6699.041308261548
450,0.22525,0.22525,13.643344,121.051506,6.5,5125.141340000329,-95255.71026237708,6843.0,766.7,198.0,5.5,0.0,0.0,0.2312499999999993,6735.351421100997
451,0.22575,0.22575,13.605972,121.041061,6.5,4142.105120807744,-100559.82678459646,6888.0,776.0,206.0,9.199999999999932,0.0,0.0,0.2906249999999986,6774.696375717893
452,0.22625,0.22625,13.638735,121.0492745,6.8,4982.900566944789,-96317.95686384788,6816.0,777.8,190.0,8.300000000000011,0.0,0.0,0.2967741935483849,6675.514426492318
453,0.22675,0.22675,13.6341185,121.0406605,7.35,4364.808681828519,-96053.14578027165,6713.5,780.6,210.0,7.399999999999977,0.0,0.0,0.23895833333333433,6858.951786096557
454,0.22725,0.22725,13.634537,121.047035,7.2,4885.630317999878,-96120.25201119288,6957.0,774.1,213.0,5.5,0.0,0.0,0.2387096774193541,6696.4584250319085
455,0.22775,0.22775,13.626771,121.043007,6.8,4480.467070212135,-96882.04950587264,7026.0,768.6,214.0,5.600000000000023,0.0,0.0,0.1806451612903233,6732.170414381218
456,0.22825,0.22825,13.630371,121.043243,6.8,4354.640820957996,-96661.99444209057,6927.0,776.0,206.0,3.699999999999932,0.0,0.0,0.2242424242424235,6607.85506217554
457,0.22875,0.22875,13.62355,121.054085,7.5,5266.170851886367,-97926.72728466676,6995.0,764.9,213.0,7.399999999999977,0.0,0.0,0.2466666666666697,6626.043080137868
458,0.22925,0.22925,13.650698,121.040329,7.2,4143.900474237711,-95084.58103389756,6934.0,777.8,228.0,5.600000000000023,0.0,0.0,0.2242424242424235,6834.370710199403
459,0.22975,0.22975,13.63385,121.059509,6.8,6083.165625536831,-96079.55461182704,6942.0,770.4,206.0,5.5,0.0,0.0,0.1750000000000007,6742.336502930521
460,0.23025,0.23025,13.6185705,121.04394149999999,7.2,4288.184115397027,-97895.03668679998,7037.5,786.1500000000001,209.0,7.399999999999977,0.0,0.0,0.2312500000000028,6837.327582040116
461,0.23075,0.23075,13.632225,121.0512885,6.65,5515.20605622241,-96665.77507481843,6972.0,773.2,198.5,9.199999999999989,0.0,0.0,0.2818181818181804,6707.381690584573
462,0.23125,0.23125,13.609074,121.036804,6.8,3550.4782380988636,-98840.25046632503,7056.0,770.4,206.0,4.600000000000023,0.0,0.0,0.1833333333333333,6731.552278717458
463,0.23175,0.23175,13.623834,121.0478665,6.8,5006.786684024335,-97559.0051543343,6862.0,773.2,198.0,3.7000000000000455,0.0,0.0,0.141145833333334,6713.397700893695
464,0.23225,0.23225,13.612526,121.040665,6.5,4390.68413131633,-99229.9336250036,6972.0,766.7,191.0,7.399999999999977,0.0,0.0,0.2312499999999993,6553.538116960943
465,0.23275,0.23275,13.596015999999999,121.0374525,6.5,3698.848022695877,-100305.63483118289,6915.0,778.75,186.5,5.5,0.0,0.0,0.32151515151515087,6793.781557155465
466,0.23325,0.23325,13.643859500000001,121.0464515,6.5,4664.221385947965,-96208.26291719751,6942.0,776.9,201.5,4.600000000000023,0.0,0.0,0.28749999999999964,6740.165949618677
467,0.23375,0.23375,13.607578,121.049828,6.5,5082.063444161537,-99135.41780680536,7033.0,777.8,198.0,5.5,0.0,0.0,0.2387096774193541,6712.628316300133
468,0.23425,0.23425,13.602564,121.039215,6.8,3856.321113471795,-99858.85299880462,7041.0,776.0,183.0,3.7000000000000455,0.0,0.0,0.2312499999999993,6653.830581299288
469,0.23475,0.23475,13.612270500000001,121.037365,6.5,3820.4209170539525,-99011.76887758545,7170.5,774.1,194.0,6.5,0.0,0.0,0.2846590909090909,6703.669041458861
470,0.23525,0.23525,13.597778,121.040184,6.2,3984.307100972381,-100081.68793959256,7010.0,779.7,198.0,3.7000000000000455,0.0,0.0,0.1833333333333333,6602.747766293449
471,0.23575,0.23575,13.561295,121.04052,7.2,4043.244609779294,-104246.61086481978,7140.0,772.3,198.0,3.7000000000000455,0.0,0.0,0.1750000000000007,6627.649176944871
472,0.23625,0.23625,13.586472,121.040138,6.5,4132.158975320431,-101807.65797497732,7049.0,770.4,183.0,1.8999999999999773,0.0,0.0,0.171875,6569.616644137109
473,0.23675,0.23675,13.6083895,121.0359495,7.0,3453.075748584836,-100001.07150642315,7117.0,771.3499999999999,190.5,5.5,0.0,0.0,0.171875,6691.016447469026
474,0.23725,0.23725,13.594557,121.035477,7.2,3220.850931937114,-100931.66313289764,7003.0,777.8,183.0,3.699999999999932,0.0,0.0,0.1866666666666674,6573.295695924735
475,0.23775,0.23775,13.533657,121.034279,6.8,3363.279930178348,-108768.4699975966,7102.0,779.65,198.0,2.8000000000000114,0.0,0.0,0.17903225806451464,6749.216450870796
476,0.23825,0.23825,13.567044,121.042595,7.2,4296.64544990048,-104670.70890083048,7102.0,766.7,198.0,1.8999999999999773,0.0,0.0,0.11212121212121,6687.582205803863
477,0.23875,0.23875,13.578124,121.034805,6.8,3179.066998320522,-103024.24334781246,7033.0,787.1,198.0,3.7000000000000455,0.0,0.0,0.2242424242424235,6784.395865170824
478,0.23925,0.23925,13.5531005,121.033489,6.2,3155.415542949499,-106326.57043812798,7174.5,770.4,182.5,2.8000000000000114,0.0,0.0,0.2024437927663734,6505.466771224021
479,0.23975,0.23975,13.585032,121.036446,6.5,3707.8333935472974,-101747.33464395058,7105.5,777.8,194.0,3.699999999999932,0.0,0.0,0.16993371212121244,6726.9822403917915
480,0.24025,0.24025,13.559688999999999,121.0395085,6.35,3824.2818589413973,-104850.28895540764,7117.0,779.7,198.0,5.5,0.0,0.0,0.2242424242424235,6897.145311608501
481,0.24075,0.24075,13.573865,121.03511800000001,6.8,3401.902224665975,-102826.03811729621,7159.0,779.7,190.0,4.600000000000023,0.0,0.0,0.24268817204301,6747.911909558887
482,0.24125,0.24125,13.500302,121.03373,6.8,3192.0635833268752,-113212.49257420989,7163.0,781.5,190.0,3.7000000000000455,0.0,0.0,0.1774193548387097,6750.86825265609
483,0.24175,0.24175,13.548047,121.033703,6.5,3166.4614405764924,-106005.04986363274,7105.5,777.8,164.0,5.599999999999966,0.0,0.0,0.262727272727273,6556.707206359983
