bin_id,var_x,var_y,cov_xy
428,266172632.59231302,111683065.91653182,-17892170.732573114
429,245873543.75921327,119965533.4768253,-9532282.063987127
430,158415730.86005142,150643481.3479823,11835449.980666092
431,206287121.20148417,137330931.09079927,-16284219.924099965
432,160841982.44756943,98257561.6439187,-33711535.30838726
433,237659547.91704324,65317803.09440193,-30370365.693366844
434,162701948.56655425,87242667.99257834,-14132102.446400238
435,158254400.6253099,83858283.86631447,-15172019.125306232
436,141159174.3589678,137973151.55933347,-47283438.51397402
437,191966564.3614055,125364212.22337233,-39897157.1474635
438,131229766.41365354,151125457.29436216,-16180502.996828692
439,135623984.28928283,58991528.893338606,-9160024.375151088
440,149269668.9132911,136456752.27648067,-29426844.96860993
441,160575240.7533153,158436856.47324145,-42118008.81137316
442,188793591.96812826,106968635.38401215,-53639990.36510564
443,168007045.26006037,119813751.70809631,-33685410.64958085
444,116706897.69647102,174520616.67414296,-33832038.39481603
445,263646556.4224039,156663789.2659214,-23754016.267142482
446,198933146.0741802,135628895.94115615,-50383832.17441132
447,139156500.03061962,194426898.0610378,-33096626.34762885
448,205935566.84277496,80033410.78993529,-40601252.92658895
449,144440135.1421116,161207101.62868658,-22977994.748377964
450,239458103.40351313,73802014.88963488,-20722812.362673014
451,139413569.14003545,137953738.43403548,-22253408.555859797
452,194012358.6400524,165497863.48050207,14195745.918224743
453,173905695.3256772,109785932.47870095,-27619215.613367405
454,121078811.69283533,169053549.71383843,3220470.4480147758
455,197999569.22186172,121740947.46099536,-10748549.49904687
456,162003557.0810865,83465286.34988712,-43373694.60779348
457,147982083.16538528,186570153.68577442,-22111452.371145412
458,118111704.15106922,106550129.10868767,9264340.011115685
459,121703534.46662326,175100196.5281358,-39256722.636161014
460,156295842.10510406,300918912.65906036,48332427.415243454
461,136833551.701516,188664945.6014042,-17551991.708151814
462,215129080.5069023,160805935.43242452,-6372707.852816739
463,155562771.40518206,147909198.35425982,-38260381.80555398
464,164498713.711441,110737988.03528337,-36488941.51870634
465,195135987.0250758,102430884.00080653,-15160903.836544154
466,118082759.83098696,116593248.69431524,-27244935.67433653
467,173672378.9492366,111464160.95984037,-8234060.779112127
